state,date,cases_cumulative,deaths_cumulative,cases_perday,deaths_perday,population,postal_code,fips,cases_percapita,,2711.69
Alabama,3/13/2020,6,0,6,0,4903185,AL,1,0.12,,
Alabama,3/14/2020,12,0,6,0,4903185,AL,1,0.24,,
Alabama,3/15/2020,23,0,11,0,4903185,AL,1,0.47,,
Alabama,3/16/2020,29,0,6,0,4903185,AL,1,0.59,,
Alabama,3/17/2020,39,0,10,0,4903185,AL,1,0.8,,
Alabama,3/18/2020,51,0,12,0,4903185,AL,1,1.04,,
Alabama,3/19/2020,78,0,27,0,4903185,AL,1,1.59,,
Alabama,3/20/2020,106,0,28,0,4903185,AL,1,2.16,,
Alabama,3/21/2020,131,0,25,0,4903185,AL,1,2.67,,
Alabama,3/22/2020,157,0,26,0,4903185,AL,1,3.2,,
Alabama,3/23/2020,196,0,39,0,4903185,AL,1,4,,
Alabama,3/24/2020,242,0,46,0,4903185,AL,1,4.94,,
Alabama,3/25/2020,386,1,144,1,4903185,AL,1,7.87,,
Alabama,3/26/2020,538,3,152,2,4903185,AL,1,10.97,,
Alabama,3/27/2020,639,4,101,1,4903185,AL,1,13.03,,
Alabama,3/28/2020,720,4,81,0,4903185,AL,1,14.68,,
Alabama,3/29/2020,830,5,110,1,4903185,AL,1,16.93,,
Alabama,3/30/2020,947,11,117,6,4903185,AL,1,19.31,,
Alabama,3/31/2020,999,14,52,3,4903185,AL,1,20.37,,
Alabama,4/1/2020,1108,28,109,14,4903185,AL,1,22.6,,
Alabama,4/2/2020,1270,32,162,4,4903185,AL,1,25.9,,
Alabama,4/3/2020,1535,38,265,6,4903185,AL,1,31.31,,
Alabama,4/4/2020,1632,44,97,6,4903185,AL,1,33.28,,
Alabama,4/5/2020,1840,45,208,1,4903185,AL,1,37.53,,
Alabama,4/6/2020,2005,53,165,8,4903185,AL,1,40.89,,
Alabama,4/7/2020,2197,64,192,11,4903185,AL,1,44.81,,
Alabama,4/8/2020,2498,67,301,3,4903185,AL,1,50.95,,
Alabama,4/9/2020,2838,78,340,11,4903185,AL,1,57.88,,
Alabama,4/10/2020,3008,80,170,2,4903185,AL,1,61.35,,
Alabama,4/11/2020,3262,93,254,13,4903185,AL,1,66.53,,
Alabama,4/12/2020,3583,93,321,0,4903185,AL,1,73.07,,
Alabama,4/13/2020,3805,104,222,11,4903185,AL,1,77.6,,
Alabama,4/14/2020,3953,114,148,10,4903185,AL,1,80.62,,
Alabama,4/15/2020,4241,123,288,9,4903185,AL,1,86.49,,
Alabama,4/16/2020,4404,137,163,14,4903185,AL,1,89.82,,
Alabama,4/17/2020,4572,151,168,14,4903185,AL,1,93.25,,
Alabama,4/18/2020,4723,147,151,-4,4903185,AL,1,96.33,,
Alabama,4/19/2020,4903,160,180,13,4903185,AL,1,100,,
Alabama,4/20/2020,5078,164,175,4,4903185,AL,1,103.57,,
Alabama,4/21/2020,5327,186,249,22,4903185,AL,1,108.64,,
Alabama,4/22/2020,5610,201,283,15,4903185,AL,1,114.42,,
Alabama,4/23/2020,5832,197,222,-4,4903185,AL,1,118.94,,
Alabama,4/24/2020,6026,209,194,12,4903185,AL,1,122.9,,
Alabama,4/25/2020,6213,213,187,4,4903185,AL,1,126.71,,
Alabama,4/26/2020,6421,219,208,6,4903185,AL,1,130.96,,
Alabama,4/27/2020,6539,228,118,9,4903185,AL,1,133.36,,
Alabama,4/28/2020,6750,242,211,14,4903185,AL,1,137.67,,
Alabama,4/29/2020,6925,262,175,20,4903185,AL,1,141.23,,
Alabama,4/30/2020,7068,272,143,10,4903185,AL,1,144.15,,
Alabama,5/1/2020,7294,289,226,17,4903185,AL,1,148.76,,
Alabama,5/2/2020,7611,288,317,-1,4903185,AL,1,155.23,,
Alabama,5/3/2020,7888,290,277,2,4903185,AL,1,160.88,,
Alabama,5/4/2020,8112,298,224,8,4903185,AL,1,165.44,,
Alabama,5/5/2020,8437,315,325,17,4903185,AL,1,172.07,,
Alabama,5/6/2020,8691,343,254,28,4903185,AL,1,177.25,,
Alabama,5/7/2020,9046,369,355,26,4903185,AL,1,184.49,,
Alabama,5/8/2020,9385,383,339,14,4903185,AL,1,191.41,,
Alabama,5/9/2020,9668,390,283,7,4903185,AL,1,197.18,,
Alabama,5/10/2020,9889,393,221,3,4903185,AL,1,201.69,,
Alabama,5/11/2020,10164,403,275,10,4903185,AL,1,207.29,,
Alabama,5/12/2020,10464,435,300,32,4903185,AL,1,213.41,,
Alabama,5/13/2020,10700,450,236,15,4903185,AL,1,218.23,,
Alabama,5/14/2020,11101,473,401,23,4903185,AL,1,226.4,,
Alabama,5/15/2020,11373,483,272,10,4903185,AL,1,231.95,,
Alabama,5/16/2020,11674,485,301,2,4903185,AL,1,238.09,,
Alabama,5/17/2020,11771,488,97,3,4903185,AL,1,240.07,,
Alabama,5/18/2020,12086,489,315,1,4903185,AL,1,246.49,,
Alabama,5/19/2020,12376,504,290,15,4903185,AL,1,252.41,,
Alabama,5/20/2020,13052,522,676,18,4903185,AL,1,266.19,,
Alabama,5/21/2020,13414,529,362,7,4903185,AL,1,273.58,,
Alabama,5/22/2020,13670,541,256,12,4903185,AL,1,278.8,,
Alabama,5/23/2020,14149,549,479,8,4903185,AL,1,288.57,,
Alabama,5/24/2020,14478,551,329,2,4903185,AL,1,295.28,,
Alabama,5/25/2020,14986,566,508,15,4903185,AL,1,305.64,,
Alabama,5/26/2020,15650,580,664,14,4903185,AL,1,319.18,,
Alabama,5/27/2020,16032,583,382,3,4903185,AL,1,326.97,,
Alabama,5/28/2020,16530,591,498,8,4903185,AL,1,337.13,,
Alabama,5/29/2020,17031,610,501,19,4903185,AL,1,347.35,,
Alabama,5/30/2020,17359,618,328,8,4903185,AL,1,354.04,,
Alabama,5/31/2020,17952,630,593,12,4903185,AL,1,366.13,,
Alabama,6/1/2020,18534,646,582,16,4903185,AL,1,378,,
Alabama,6/2/2020,18771,653,237,7,4903185,AL,1,382.83,,
Alabama,6/3/2020,18851,653,80,0,4903185,AL,1,384.46,,
Alabama,6/4/2020,19072,653,221,0,4903185,AL,1,388.97,,
Alabama,6/5/2020,19387,676,315,23,4903185,AL,1,395.4,,
Alabama,6/6/2020,20043,689,656,13,4903185,AL,1,408.78,,
Alabama,6/7/2020,20500,692,457,3,4903185,AL,1,418.1,,
Alabama,6/8/2020,20925,718,425,26,4903185,AL,1,426.76,,
Alabama,6/9/2020,21422,729,497,11,4903185,AL,1,436.9,,
Alabama,6/10/2020,21989,744,567,15,4903185,AL,1,448.46,,
Alabama,6/11/2020,22845,755,856,11,4903185,AL,1,465.92,,
Alabama,6/12/2020,23710,769,865,14,4903185,AL,1,483.56,,
Alabama,6/13/2020,24601,773,891,4,4903185,AL,1,501.74,,
Alabama,6/14/2020,25615,773,1014,0,4903185,AL,1,522.42,,
Alabama,6/15/2020,26272,774,657,1,4903185,AL,1,535.81,,
Alabama,6/16/2020,26912,785,640,11,4903185,AL,1,548.87,,
Alabama,6/17/2020,27312,790,400,5,4903185,AL,1,557.03,,
Alabama,6/18/2020,28206,810,894,20,4903185,AL,1,575.26,,
Alabama,6/19/2020,29002,822,796,12,4903185,AL,1,591.49,,
Alabama,6/20/2020,29549,838,547,16,4903185,AL,1,602.65,,
Alabama,6/21/2020,30021,839,472,1,4903185,AL,1,612.28,,
Alabama,6/22/2020,30454,841,433,2,4903185,AL,1,621.11,,
Alabama,6/23/2020,31097,864,643,23,4903185,AL,1,634.22,,
Alabama,6/24/2020,32064,891,967,27,4903185,AL,1,653.94,,
Alabama,6/25/2020,33206,896,1142,5,4903185,AL,1,677.23,,
Alabama,6/26/2020,34183,907,977,11,4903185,AL,1,697.16,,
Alabama,6/27/2020,35083,919,900,12,4903185,AL,1,715.51,,
Alabama,6/28/2020,35441,919,358,0,4903185,AL,1,722.82,,
Alabama,6/29/2020,37175,929,1734,10,4903185,AL,1,758.18,,
Alabama,6/30/2020,38045,950,870,21,4903185,AL,1,775.92,,
Alabama,7/1/2020,38962,972,917,22,4903185,AL,1,794.63,,
Alabama,7/2/2020,40111,985,1149,13,4903185,AL,1,818.06,,
Alabama,7/3/2020,41865,1006,1754,21,4903185,AL,1,853.83,,
Alabama,7/4/2020,42862,1007,997,1,4903185,AL,1,874.17,,
Alabama,7/5/2020,43953,1007,1091,0,4903185,AL,1,896.42,,
Alabama,7/6/2020,44878,1007,925,0,4903185,AL,1,915.28,,
Alabama,7/7/2020,45785,1033,907,26,4903185,AL,1,933.78,,
Alabama,7/8/2020,46962,1058,1177,25,4903185,AL,1,957.79,,
Alabama,7/9/2020,49174,1068,2212,10,4903185,AL,1,1002.9,,
Alabama,7/10/2020,50508,1104,1334,36,4903185,AL,1,1030.11,,
Alabama,7/11/2020,51947,1114,1439,10,4903185,AL,1,1059.45,,
Alabama,7/12/2020,53587,1121,1640,7,4903185,AL,1,1092.9,,
Alabama,7/13/2020,55545,1124,1958,3,4903185,AL,1,1132.84,,
Alabama,7/14/2020,57255,1164,1710,40,4903185,AL,1,1167.71,,
Alabama,7/15/2020,59067,1211,1812,47,4903185,AL,1,1204.67,,
Alabama,7/16/2020,61088,1230,2021,19,4903185,AL,1,1245.88,,
Alabama,7/17/2020,63091,1265,2003,35,4903185,AL,1,1286.74,,
Alabama,7/18/2020,65234,1286,2143,21,4903185,AL,1,1330.44,,
Alabama,7/19/2020,67011,1287,1777,1,4903185,AL,1,1366.68,,
Alabama,7/20/2020,68891,1291,1880,4,4903185,AL,1,1405.03,,
Alabama,7/21/2020,70358,1303,1467,12,4903185,AL,1,1434.94,,
Alabama,7/22/2020,71813,1364,1455,61,4903185,AL,1,1464.62,,
Alabama,7/23/2020,74212,1397,2399,33,4903185,AL,1,1513.55,,
Alabama,7/24/2020,76005,1438,1793,41,4903185,AL,1,1550.11,,
Alabama,7/25/2020,78130,1456,2125,18,4903185,AL,1,1593.45,,
Alabama,7/26/2020,79294,1473,1164,17,4903185,AL,1,1617.19,,
Alabama,7/27/2020,81115,1491,1821,18,4903185,AL,1,1654.33,,
Alabama,7/28/2020,82366,1491,1251,0,4903185,AL,1,1679.85,,
Alabama,7/29/2020,83782,1538,1416,47,4903185,AL,1,1708.73,,
Alabama,7/30/2020,85762,1565,1980,27,4903185,AL,1,1749.11,,
Alabama,7/31/2020,87723,1580,1961,15,4903185,AL,1,1789.1,,
Alabama,8/1/2020,89349,1603,1626,23,4903185,AL,1,1822.26,,
Alabama,8/2/2020,91444,1627,2095,24,4903185,AL,1,1864.99,,
Alabama,8/3/2020,92661,1633,1217,6,4903185,AL,1,1889.81,,
Alabama,8/4/2020,93702,1666,1041,33,4903185,AL,1,1911.04,,
Alabama,8/5/2020,94654,1695,952,29,4903185,AL,1,1930.46,,
Alaska,3/12/2020,1,0,1,0,731545,AK,2,0.14,,
Alaska,3/13/2020,1,0,0,0,731545,AK,2,0.14,,
Alaska,3/14/2020,1,0,0,0,731545,AK,2,0.14,,
Alaska,3/15/2020,1,0,0,0,731545,AK,2,0.14,,
Alaska,3/16/2020,3,0,2,0,731545,AK,2,0.41,,
Alaska,3/17/2020,6,0,3,0,731545,AK,2,0.82,,
Alaska,3/18/2020,9,0,3,0,731545,AK,2,1.23,,
Alaska,3/19/2020,12,0,3,0,731545,AK,2,1.64,,
Alaska,3/20/2020,14,0,2,0,731545,AK,2,1.91,,
Alaska,3/21/2020,21,0,7,0,731545,AK,2,2.87,,
Alaska,3/22/2020,22,0,1,0,731545,AK,2,3.01,,
Alaska,3/23/2020,36,0,14,0,731545,AK,2,4.92,,
Alaska,3/24/2020,42,0,6,0,731545,AK,2,5.74,,
Alaska,3/25/2020,59,0,17,0,731545,AK,2,8.07,,
Alaska,3/26/2020,69,0,10,0,731545,AK,2,9.43,,
Alaska,3/27/2020,85,1,16,1,731545,AK,2,11.62,,
Alaska,3/28/2020,102,1,17,0,731545,AK,2,13.94,,
Alaska,3/29/2020,114,2,12,1,731545,AK,2,15.58,,
Alaska,3/30/2020,120,2,6,0,731545,AK,2,16.4,,
Alaska,3/31/2020,133,2,13,0,731545,AK,2,18.18,,
Alaska,4/1/2020,143,2,10,0,731545,AK,2,19.55,,
Alaska,4/2/2020,146,2,3,0,731545,AK,2,19.96,,
Alaska,4/3/2020,156,2,11,0,731545,AK,2,21.32,,
Alaska,4/4/2020,169,3,13,1,731545,AK,2,23.1,,
Alaska,4/5/2020,183,4,14,1,731545,AK,2,25.02,,
Alaska,4/6/2020,189,4,6,0,731545,AK,2,25.84,,
Alaska,4/7/2020,211,4,22,0,731545,AK,2,28.84,,
Alaska,4/8/2020,224,5,12,1,731545,AK,2,30.62,,
Alaska,4/9/2020,233,5,10,0,731545,AK,2,31.85,,
Alaska,4/10/2020,244,5,11,0,731545,AK,2,33.35,,
Alaska,4/11/2020,255,6,11,1,731545,AK,2,34.86,,
Alaska,4/12/2020,270,6,15,0,731545,AK,2,36.91,,
Alaska,4/13/2020,275,6,5,0,731545,AK,2,37.59,,
Alaska,4/14/2020,283,7,8,1,731545,AK,2,38.69,,
Alaska,4/15/2020,291,7,8,0,731545,AK,2,39.78,,
Alaska,4/16/2020,298,7,7,0,731545,AK,2,40.74,,
Alaska,4/17/2020,307,7,9,0,731545,AK,2,41.97,,
Alaska,4/18/2020,312,7,5,0,731545,AK,2,42.65,,
Alaska,4/19/2020,317,7,5,0,731545,AK,2,43.33,,
Alaska,4/20/2020,319,7,2,0,731545,AK,2,43.61,,
Alaska,4/21/2020,327,7,8,0,731545,AK,2,44.7,,
Alaska,4/22/2020,333,7,6,0,731545,AK,2,45.52,,
Alaska,4/23/2020,335,7,2,0,731545,AK,2,45.79,,
Alaska,4/24/2020,337,7,2,0,731545,AK,2,46.07,,
Alaska,4/25/2020,337,7,0,0,731545,AK,2,46.07,,
Alaska,4/26/2020,339,7,2,0,731545,AK,2,46.34,,
Alaska,4/27/2020,343,7,4,0,731545,AK,2,46.89,,
Alaska,4/28/2020,349,7,6,0,731545,AK,2,47.71,,
Alaska,4/29/2020,353,7,4,0,731545,AK,2,48.25,,
Alaska,4/30/2020,353,7,0,0,731545,AK,2,48.25,,
Alaska,5/1/2020,362,7,9,0,731545,AK,2,49.48,,
Alaska,5/2/2020,363,7,1,0,731545,AK,2,49.62,,
Alaska,5/3/2020,366,7,3,0,731545,AK,2,50.03,,
Alaska,5/4/2020,368,7,2,0,731545,AK,2,50.3,,
Alaska,5/5/2020,369,7,1,0,731545,AK,2,50.44,,
Alaska,5/6/2020,370,8,1,1,731545,AK,2,50.58,,
Alaska,5/7/2020,373,8,3,0,731545,AK,2,50.99,,
Alaska,5/8/2020,376,8,3,0,731545,AK,2,51.4,,
Alaska,5/9/2020,377,8,1,0,731545,AK,2,51.53,,
Alaska,5/10/2020,378,8,1,0,731545,AK,2,51.67,,
Alaska,5/11/2020,380,8,2,0,731545,AK,2,51.94,,
Alaska,5/12/2020,383,8,3,0,731545,AK,2,52.35,,
Alaska,5/13/2020,383,8,0,0,731545,AK,2,52.35,,
Alaska,5/14/2020,387,8,4,0,731545,AK,2,52.9,,
Alaska,5/15/2020,388,8,1,0,731545,AK,2,53.04,,
Alaska,5/16/2020,392,8,4,0,731545,AK,2,53.59,,
Alaska,5/17/2020,396,8,4,0,731545,AK,2,54.13,,
Alaska,5/18/2020,399,8,3,0,731545,AK,2,54.54,,
Alaska,5/19/2020,399,8,0,0,731545,AK,2,54.54,,
Alaska,5/20/2020,402,8,2,0,731545,AK,2,54.95,,
Alaska,5/21/2020,402,8,0,0,731545,AK,2,54.95,,
Alaska,5/22/2020,404,8,2,0,731545,AK,2,55.23,,
Alaska,5/23/2020,409,8,5,0,731545,AK,2,55.91,,
Alaska,5/24/2020,409,8,0,0,731545,AK,2,55.91,,
Alaska,5/25/2020,412,8,3,0,731545,AK,2,56.32,,
Alaska,5/26/2020,416,8,4,0,731545,AK,2,56.87,,
Alaska,5/27/2020,417,8,1,0,731545,AK,2,57,,
Alaska,5/28/2020,430,8,13,0,731545,AK,2,58.78,,
Alaska,5/29/2020,436,8,6,0,731545,AK,2,59.6,,
Alaska,5/30/2020,441,8,5,0,731545,AK,2,60.28,,
Alaska,5/31/2020,469,8,28,0,731545,AK,2,64.11,,
Alaska,6/1/2020,476,8,7,0,731545,AK,2,65.07,,
Alaska,6/2/2020,497,8,21,0,731545,AK,2,67.94,,
Alaska,6/3/2020,516,8,19,0,731545,AK,2,70.54,,
Alaska,6/4/2020,542,8,26,0,731545,AK,2,74.09,,
Alaska,6/5/2020,565,8,24,0,731545,AK,2,77.23,,
Alaska,6/6/2020,579,8,14,0,731545,AK,2,79.15,,
Alaska,6/7/2020,588,8,9,0,731545,AK,2,80.38,,
Alaska,6/8/2020,607,8,19,0,731545,AK,2,82.98,,
Alaska,6/9/2020,620,9,12,1,731545,AK,2,84.75,,
Alaska,6/10/2020,642,9,22,0,731545,AK,2,87.76,,
Alaska,6/11/2020,666,9,24,0,731545,AK,2,91.04,,
Alaska,6/12/2020,688,10,22,1,731545,AK,2,94.05,,
Alaska,6/13/2020,722,10,34,0,731545,AK,2,98.7,,
Alaska,6/14/2020,734,10,12,0,731545,AK,2,100.34,,
Alaska,6/15/2020,738,10,4,0,731545,AK,2,100.88,,
Alaska,6/16/2020,751,10,13,0,731545,AK,2,102.66,,
Alaska,6/17/2020,776,10,25,0,731545,AK,2,106.08,,
Alaska,6/18/2020,795,10,19,0,731545,AK,2,108.67,,
Alaska,6/19/2020,821,10,26,0,731545,AK,2,112.23,,
Alaska,6/20/2020,845,10,24,0,731545,AK,2,115.51,,
Alaska,6/21/2020,859,10,14,0,731545,AK,2,117.42,,
Alaska,6/22/2020,869,10,10,0,731545,AK,2,118.79,,
Alaska,6/23/2020,905,10,36,0,731545,AK,2,123.71,,
Alaska,6/24/2020,926,10,21,0,731545,AK,2,126.58,,
Alaska,6/25/2020,971,10,45,0,731545,AK,2,132.73,,
Alaska,6/26/2020,1001,12,30,2,731545,AK,2,136.83,,
Alaska,6/27/2020,1027,12,26,0,731545,AK,2,140.39,,
Alaska,6/28/2020,1060,12,33,0,731545,AK,2,144.9,,
Alaska,6/29/2020,1085,12,25,0,731545,AK,2,148.32,,
Alaska,6/30/2020,1132,12,47,0,731545,AK,2,154.74,,
Alaska,7/1/2020,1174,12,42,0,731545,AK,2,160.48,,
Alaska,7/2/2020,1224,12,50,0,731545,AK,2,167.32,,
Alaska,7/3/2020,1284,13,60,1,731545,AK,2,175.52,,
Alaska,7/4/2020,1339,14,55,1,731545,AK,2,183.04,,
Alaska,7/5/2020,1371,14,32,0,731545,AK,2,187.41,,
Alaska,7/6/2020,1401,14,30,0,731545,AK,2,191.51,,
Alaska,7/7/2020,1423,15,30,1,731545,AK,2,194.52,,
Alaska,7/8/2020,1472,15,41,0,731545,AK,2,201.22,,
Alaska,7/9/2020,1521,15,49,0,731545,AK,2,207.92,,
Alaska,7/10/2020,1579,15,58,0,731545,AK,2,215.84,,
Alaska,7/11/2020,1656,15,77,0,731545,AK,2,226.37,,
Alaska,7/12/2020,1772,15,116,0,731545,AK,2,242.23,,
Alaska,7/13/2020,1843,15,71,0,731545,AK,2,251.93,,
Alaska,7/14/2020,1897,15,54,0,731545,AK,2,259.31,,
Alaska,7/15/2020,1958,15,61,0,731545,AK,2,267.65,,
Alaska,7/16/2020,2034,15,76,0,731545,AK,2,278.04,,
Alaska,7/17/2020,2083,15,49,0,731545,AK,2,284.74,,
Alaska,7/18/2020,2157,16,74,1,731545,AK,2,294.86,,
Alaska,7/19/2020,2275,16,118,0,731545,AK,2,310.99,,
Alaska,7/20/2020,2412,16,137,0,731545,AK,2,329.71,,
Alaska,7/21/2020,2523,16,111,0,731545,AK,2,344.89,,
Alaska,7/22/2020,2617,17,94,1,731545,AK,2,357.74,,
Alaska,7/23/2020,2682,17,65,0,731545,AK,2,366.62,,
Alaska,7/24/2020,2746,17,64,0,731545,AK,2,375.37,,
Alaska,7/25/2020,2866,18,120,1,731545,AK,2,391.77,,
Alaska,7/26/2020,3100,18,234,0,731545,AK,2,423.76,,
Alaska,7/27/2020,3204,19,104,1,731545,AK,2,437.98,,
Alaska,7/28/2020,3348,20,144,1,731545,AK,2,457.66,,
Alaska,7/29/2020,3440,20,92,0,731545,AK,2,470.24,,
Alaska,7/30/2020,3557,21,117,1,731545,AK,2,486.23,,
Alaska,7/31/2020,3675,21,118,0,731545,AK,2,502.36,,
Alaska,8/1/2020,3825,22,150,1,731545,AK,2,522.87,,
Alaska,8/2/2020,3982,22,157,0,731545,AK,2,544.33,,
Alaska,8/3/2020,4062,23,80,1,731545,AK,2,555.26,,
Alaska,8/4/2020,4123,23,61,0,731545,AK,2,563.6,,
Alaska,8/5/2020,4181,23,58,0,731545,AK,2,571.53,,
Arizona,1/26/2020,1,0,1,0,7278717,AZ,4,0.01,,
Arizona,1/27/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,1/28/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,1/29/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,1/30/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,1/31/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/1/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/2/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/3/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/4/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/5/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/6/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/7/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/8/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/9/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/10/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/11/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/12/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/13/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/14/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/15/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/16/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/17/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/18/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/19/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/20/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/21/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/22/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/23/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/24/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/25/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/26/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/27/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/28/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,2/29/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,3/1/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,3/2/2020,1,0,0,0,7278717,AZ,4,0.01,,
Arizona,3/3/2020,2,0,1,0,7278717,AZ,4,0.03,,
Arizona,3/4/2020,2,0,0,0,7278717,AZ,4,0.03,,
Arizona,3/5/2020,2,0,0,0,7278717,AZ,4,0.03,,
Arizona,3/6/2020,3,0,1,0,7278717,AZ,4,0.04,,
Arizona,3/7/2020,5,0,2,0,7278717,AZ,4,0.07,,
Arizona,3/8/2020,5,0,0,0,7278717,AZ,4,0.07,,
Arizona,3/9/2020,6,0,1,0,7278717,AZ,4,0.08,,
Arizona,3/10/2020,6,0,0,0,7278717,AZ,4,0.08,,
Arizona,3/11/2020,9,0,3,0,7278717,AZ,4,0.12,,
Arizona,3/12/2020,9,0,0,0,7278717,AZ,4,0.12,,
Arizona,3/13/2020,9,0,0,0,7278717,AZ,4,0.12,,
Arizona,3/14/2020,12,0,3,0,7278717,AZ,4,0.16,,
Arizona,3/15/2020,13,0,1,0,7278717,AZ,4,0.18,,
Arizona,3/16/2020,18,0,5,0,7278717,AZ,4,0.25,,
Arizona,3/17/2020,20,0,2,0,7278717,AZ,4,0.27,,
Arizona,3/18/2020,28,0,8,0,7278717,AZ,4,0.38,,
Arizona,3/19/2020,47,0,19,0,7278717,AZ,4,0.65,,
Arizona,3/20/2020,70,1,23,1,7278717,AZ,4,0.96,,
Arizona,3/21/2020,104,1,34,0,7278717,AZ,4,1.43,,
Arizona,3/22/2020,153,2,49,1,7278717,AZ,4,2.1,,
Arizona,3/23/2020,234,2,81,0,7278717,AZ,4,3.21,,
Arizona,3/24/2020,326,6,92,4,7278717,AZ,4,4.48,,
Arizona,3/25/2020,402,6,76,0,7278717,AZ,4,5.52,,
Arizona,3/26/2020,508,8,106,2,7278717,AZ,4,6.98,,
Arizona,3/27/2020,665,15,157,7,7278717,AZ,4,9.14,,
Arizona,3/28/2020,773,15,108,0,7278717,AZ,4,10.62,,
Arizona,3/29/2020,930,18,157,3,7278717,AZ,4,12.78,,
Arizona,3/30/2020,1169,20,239,2,7278717,AZ,4,16.06,,
Arizona,3/31/2020,1298,24,129,4,7278717,AZ,4,17.83,,
Arizona,4/1/2020,1413,29,115,5,7278717,AZ,4,19.41,,
Arizona,4/2/2020,1600,35,187,6,7278717,AZ,4,21.98,,
Arizona,4/3/2020,1769,41,169,6,7278717,AZ,4,24.3,,
Arizona,4/4/2020,2019,53,250,12,7278717,AZ,4,27.74,,
Arizona,4/5/2020,2269,64,250,11,7278717,AZ,4,31.17,,
Arizona,4/6/2020,2466,67,197,3,7278717,AZ,4,33.88,,
Arizona,4/7/2020,2577,77,111,10,7278717,AZ,4,35.4,,
Arizona,4/8/2020,2726,80,149,3,7278717,AZ,4,37.45,,
Arizona,4/9/2020,3018,89,292,10,7278717,AZ,4,41.46,,
Arizona,4/10/2020,3112,97,94,7,7278717,AZ,4,42.75,,
Arizona,4/11/2020,3393,112,281,15,7278717,AZ,4,46.62,,
Arizona,4/12/2020,3539,117,146,5,7278717,AZ,4,48.62,,
Arizona,4/13/2020,3702,122,163,5,7278717,AZ,4,50.86,,
Arizona,4/14/2020,3806,131,104,9,7278717,AZ,4,52.29,,
Arizona,4/15/2020,3962,142,156,12,7278717,AZ,4,54.43,,
Arizona,4/16/2020,4234,152,272,10,7278717,AZ,4,58.17,,
Arizona,4/17/2020,4507,174,273,22,7278717,AZ,4,61.92,,
Arizona,4/18/2020,4719,181,212,7,7278717,AZ,4,64.83,,
Arizona,4/19/2020,4929,188,210,7,7278717,AZ,4,67.72,,
Arizona,4/20/2020,5064,191,135,3,7278717,AZ,4,69.57,,
Arizona,4/21/2020,5251,213,187,22,7278717,AZ,4,72.14,,
Arizona,4/22/2020,5459,236,208,22,7278717,AZ,4,75,,
Arizona,4/23/2020,5769,257,310,21,7278717,AZ,4,79.26,,
Arizona,4/24/2020,6045,268,276,16,7278717,AZ,4,83.05,,
Arizona,4/25/2020,6280,275,235,7,7278717,AZ,4,86.28,,
Arizona,4/26/2020,6526,277,246,2,7278717,AZ,4,89.66,,
Arizona,4/27/2020,6716,277,190,0,7278717,AZ,4,92.27,,
Arizona,4/28/2020,6948,297,232,20,7278717,AZ,4,95.46,,
Arizona,4/29/2020,7202,308,254,11,7278717,AZ,4,98.95,,
Arizona,4/30/2020,7648,320,446,12,7278717,AZ,4,105.07,,
Arizona,5/1/2020,7962,330,314,10,7278717,AZ,4,109.39,,
Arizona,5/2/2020,8364,353,402,23,7278717,AZ,4,114.91,,
